year ,stream,sem,Course code ,Course,CO,CO Description,yr+stream+ course,course+co+ code
3rd,AIML,6th,21AI652,Cloud Computing and Applications,CO4,Able to use data intensive services like map reduce,3rd 6th 21AI652 Cloud Computing and Applications,Cloud Computing and Applications-CO4[Able to use data intensive services like map reduce](21AI652)
3rd,AIML,6th,21AI652,Cloud Computing and Applications,CO5,Describe the platforms for development of cloud applications and List the application of cloud.,3rd 6th 21AI652 Cloud Computing and Applications,Cloud Computing and Applications-CO5[Describe the platforms for development of cloud applications and List the application of cloud.](21AI652)
4th,CSE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO1,"Outline the concept of cloud computing and discuss the types of services offered
through cloud computing.",4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,"CLOUD COMPUTING AND SECURITY-CO1[Outline the concept of cloud computing and discuss the types of services offered
through cloud computing.](21CS71)"
4th,CSE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO2,"Describe the IT infrastructure security capabilities offered by the cloud services. Also
identify the current state of data security and the data storage in the cloud.",4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,"CLOUD COMPUTING AND SECURITY-CO2[Describe the IT infrastructure security capabilities offered by the cloud services. Also
identify the current state of data security and the data storage in the cloud.](21CS71)"
4th,CSE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO3,"Explain the identity and access management (IAM) practice and make use of capabilities for Authentication, authorization, and auditing of users who access cloud services.",4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,"CLOUD COMPUTING AND SECURITY-CO3[Explain the identity and access management (IAM) practice and make use of capabilities for Authentication, authorization, and auditing of users who access cloud services.](21CS71)"
4th,CSE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO4,Identify the security management frameworks and the standards that are relevant for the Cloud.,4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,CLOUD COMPUTING AND SECURITY-CO4[Identify the security management frameworks and the standards that are relevant for the Cloud.](21CS71)
4th,CSE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO5,Outline the privacy aspects to consider within the context of cloud computing and illustrate the importance of audit and compliance functions within the cloud.,4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,CLOUD COMPUTING AND SECURITY-CO5[Outline the privacy aspects to consider within the context of cloud computing and illustrate the importance of audit and compliance functions within the cloud.](21CS71)
4th,ISE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO1,Outline the concept of cloud computing and discuss the types of services offered through cloud computing.,4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,CLOUD COMPUTING AND SECURITY-CO1[Outline the concept of cloud computing and discuss the types of services offered through cloud computing.](21CS71)
4th,ISE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO2,Describe the IT infrastructure security capabilities offered by the cloud services. Also identify the current state of data security and the data storage in the cloud.,4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,CLOUD COMPUTING AND SECURITY-CO2[Describe the IT infrastructure security capabilities offered by the cloud services. Also identify the current state of data security and the data storage in the cloud.](21CS71)
4th,ISE,7th,21CS71,CLOUD COMPUTING AND SECURITY,CO3,"Explain the identity and access management (IAM) practice and make use of capabilities for Authentication, authorization, and auditing of users who access cloud services.",4th 7th 21CS71 CLOUD COMPUTING AND SECURITY,"CLOUD COMPUTING AND SECURITY-CO3[Explain the identity and access management (IAM) practice and make use of capabilities for Authentication, authorization, and auditing of users who access cloud services.](21CS71)"
